Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI
Split Squat,Lever (plate loaded),Auxiliary,Compound,Push,Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, ",Thighs,3,"Quadriceps, Gluteus Maximus",4,7,23.41976437
Squat,Lever (plate loaded),Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders. Extend knees and hips until legs are straight. Release support lever.,"Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,6,23.76125974
Squat:  Barbell Machine,Lever (plate loaded),Basic,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Quadriceps,","Erector Spinae, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,9,22.40300291
Leg Extension,Lever (selectorized),Auxiliary,Isolated,Push,Sit on apparatus with back against padded back support. Place front of lower legs under padded lever. Position knee articulation at same axis as lever fulcrum. Grasp handles to sides for support.,Move lever forward and upward by extending knees until legs are straight. Return lever to original position by bending knees. Repeat.,"Quadriceps,","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Brachioradialis, Brachialis, Biceps Brachii, ",Thighs,2,Quadriceps,5,9,23.31350562
Leg Presses,Lever (selectorized),Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return and repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",5,10,22.96867685
Leg Presses:  Seated Leg Press,Lever (selectorized),Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return and repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",3,6,22.05803477
Squat,Lever (selectorized),Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders.,"Lift lever up by extending knees and hips until legs are straight. Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,11,23.55008216
V-Squat,Lever (selectorized),Basic or Auxiliary,Compound,Push,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard).",Raise sled by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,10,23.18418342
Leg Presses,Sled,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",5,7,22.15195643
Leg Presses:  45° Leg Press,Sled,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,12,23.34364204
Leg Presses:  Lying Leg Press,Sled,Basic,Compound,Push,Lie supine on sled with shoulders against pad. Place feet on platform.,Extend hips and knees. Flex hips and knees to descend until knees are just short of complete flexion. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,12,23.14518447
Leg Presses:  Seated Leg Press,Sled,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return until hips are completely flexed. Repeat.,"Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",5,11,23.47243082
Squat,Sled,Basic,Compound,Push,Position shoulders under padded bars. Place feet shoulder width apart directly under shoulders. Disengage lever brace if available.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Raise sled by extending knees and hips until legs are straight. Return and repeat.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,12,23.13854417
Squat:  Hack Squat,Sled,Basic or Auxiliary,Compound,Push,Lie supine on back pad with shoulders under shoulder pad. Place feet on platform slightly higher than base of sled. Extend hips and knees. Release dock levers.,"To lower sled, bend hips and knees until knees are just short of complete flexion. Raise sled by extending knees and hips. Repeat.","Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,9,22.30365397
Rear Lunge,Smith,Auxiliary,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Straighten legs so weight is lifted. Disengage bar by rotating bar back.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",3,8,22.21728573
Squat,Smith,Basic,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Quadriceps,","Erector Spinae, ",Thighs,3,"Quadriceps, Gluteus Maximus",3,8,22.70602204
Single Leg Squat,Weighted,Auxiliary,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",Thighs,5,"Quadriceps, Gluteus Maximus",4,7,23.55251575
Rear Lunge,Body Weight,Auxiliary,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",Thighs,3,"Quadriceps, Gluteus Maximus",4,10,22.97993976
Lunge,Body Weight,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Quadriceps,","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,6,22.53887717
Single Leg Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Quadriceps,","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",Thighs,5,"Quadriceps, Gluteus Maximus",5,6,22.10012049
Single Leg Squat:  Box,Body Weight,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Quadriceps,","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",Thighs,4,"Quadriceps, Gluteus Maximus",5,11,22.52135005
Split Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,12,22.64259868
Split Squat:  Single Leg Split Squat,Body Weight,Basic or Auxiliary,Compound,Push,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, ",Thighs,4,"Quadriceps, Gluteus Maximus",4,6,22.16690943
Squat,Body Weight,Basic,Compound,Push,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Squat up by extending knees","Quadriceps,",,Thighs,3,"Quadriceps, Gluteus Maximus",4,11,22.94434103
Step-up,Body Weight,Basic or Auxiliary,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Quadriceps,","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,10,23.94976121
Step-up:  Step-down,Body Weight,Basic or Auxiliary,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee.",Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",4,10,22.41058802
Single Leg Squat (leg wrapped),Self-assisted​​​​​​​,Basic or Auxiliary,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",Thighs,4,"Quadriceps, Gluteus Maximus",4,6,23.36301285
Squat,Self-assisted​​​​​​​,Basic or Auxiliary,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",Thighs,3,"Quadriceps, Gluteus Maximus",5,8,23.0289633
Step Down,Self-assisted​​​​​​​,Basic or Auxiliary,Compound,Push,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side slightly forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Quadriceps,","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,3,"Quadriceps, Gluteus Maximus",4,8,22.69384014
Single Leg Squat,Suspended,Basic or Auxiliary,Compound,Push,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.","Quadriceps,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Trapezius, Middle, Rhomboids, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",Thighs,5,"Quadriceps, Gluteus Maximus",4,8,23.63672093
Single Leg Split Squat,Suspended,Basic or Auxiliary,Compound,Push,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,4,"Quadriceps, Gluteus Maximus",4,10,23.01104315
Glute-Ham Raise,Barbell,Basic or Auxiliary,Isolated,Pull,"Place ankles between ankle roller pads with feet on vertical platform and position knees on pad with lower thighs against large padded hump. If barbell can safely be placed on horizontal handles, grasp barbell in upright position and place behind shoulders. If barbell is placed on floor, lower torso by extending knees and flexing hips, then position barbell on back of shoulders. Grasp bar to sides.","From lower position, raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,4,"Hamstrings, Gluteus Maximus",4,11,22.84581685
Good-morning,Barbell,Basic or Auxiliary,Isolated,Pull,Position barbell on back of shoulders and grasp bar to sides.,"Keeping back straight, bend hips to lower torso forward until parallel to floor. Raise torso until hips are extended. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,3,"Hamstrings, Erector Spinae",4,7,23.40594674
Hyperextension,Barbell,Basic or Auxiliary,Compound,Pull,Position thighs prone on large pad and lower leg under padded brace. Place barbell on back of shoulders and grasp bar to sides.,Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Brachialis, Brachioradialis, Biceps Brachii, Trapezius, Lower, Pectoralis Minor, Rhomboids, ",Thighs,2,"Erector Spinae, Gluteus Maximus",3,10,22.76695858
Hyperextension (45°),Barbell,Basic or Auxiliary,Compound,Pull,Position thighs prone on padding. Hook heels on platform lip or under padded brace. Place barbell on back of shoulders and grasp bar to sides.,Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Brachialis, Brachioradialis, Biceps Brachii, Trapezius, Lower, Pectoralis Minor, Rhomboids, ",Thighs,2,"Erector Spinae, Gluteus Maximus",3,11,23.65485133
Straight-leg Deadlift,Barbell,Basic,Compound,Pull,"Stand with shoulder width or narrower stance on shallow platform with feet flat beneath bar. Bend knees and bend over with lower back straight. Grasp barbell with shoulder width overhand or mixed grip, shoulder width or slightly wider. Lift weight to standing position.","With knees straight, lower bar toward top of feet by bending hips. After hips can no longer flex, bend waist as bar approaches top of feet. Lift bar by extending waist and hip until standing upright. Pull shoulders back slightly if rounded. Repeat.","Hamstrings,","Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ",Thighs,3,"Hamstrings, Erector Spinae",4,6,23.19928356
Straight-leg Deadlift:  Straight-back,Barbell,Basic or Auxiliary,Isolated,Pull,Grasp barbell from rack ordeadliftfrom floor with shoulder width or slightly wider overhand or mixed grip. Stand with shoulder width or narrower stance.,"With knees and back straight, lower bar by bending hips until hamstrings are tight, or just before lower back bends. Lift bar by extending hips until upright. Pull shoulders slightly back at top of lift if rounded. Repeat.","Hamstrings,","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ",Thighs,3,"Hamstrings, Erector Spinae",5,9,22.30590811
Lying Leg Curl,Cable,Basic,Isolated,Pull,Attach two ankle cuffs to low pulley attachment. With cuffs on both ankles lie prone on flat bench with knees just beyond edge of bench. Grip under side or base of bench for support.,Raise ankles to glutes by flexing knees. Lower ankles until knees are straight. Repeat.,"Hamstrings,",,Thighs,2,Hamstrings,5,10,22.16944435
Standing Leg Curl,Cable,Basic or Auxiliary,Compound,Pull,"Attachfoot harnessto low pulley. With foot harness on one ankle, grasp support bar with both hands and step back with other foot. Elbows remain straight to support body. Attached foot is slightly off floor.",Pull cable attachment back by flexing knee until knee is fully flexed. Return by straightening knee to original position and repeat. Continue with opposite leg.,"Hamstrings,","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",Thighs,2,Hamstrings,3,8,22.3667296
Straight-back Straight-leg Deadlift,Cable,Basic or Auxiliary,Isolated,Pull,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"With knees and back straight, bow forward by bending hips until hamstrings are tight, or just before lower back bends. Raise body upright by extending hips until standing. Pull shoulders back slightly at top of lift if rounded. Repeat.","Hamstrings,","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ",Thighs,3,"Hamstrings, Erector Spinae",5,6,23.03493958
Straight-back Straight-leg Deadlift,Dumbbell,Basic or Auxiliary,Isolated,Pull,Stand with shoulder width or narrower stance. Grasp dumbbells to each side.,"With knees straight, lower dumbbells by bending hips until hamstrings are tight, or just before lower back bends. Lift dumbbells by extending hips until straight. Pull shoulders back slightly at top of lift if rounded. Repeat.","Hamstrings,","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ",Thighs,3,"Hamstrings, Erector Spinae",5,9,23.32722609
Kneeling Leg Curl,Lever (plate loaded),Basic,Isolated,Pull,Mount machine by placing supporting knee on horizontal pad and other leg under roller pad with knee against vertical pad. Grip handles and place forearm on padded arm rest.,Raise ankle to back of thigh by flexing knee. Lower ankle until knee is straight. Repeat. Continue with opposite leg.,"Hamstrings,","Gluteus Medius, Gluteus Maximus, ",Thighs,2,Hamstrings,5,10,22.63068238
Seated Leg Curl,Lever (plate loaded),Basic,Isolated,Pull,Sit on apparatus with back against padded back support. Push hand lever to lower leg pads. Place legs in between pads. Release hand lever gradually. Grasp handles to sides with each hand.,Pull lever to back of thighs by flexing knees. Return lever until knees are straight. Repeat.,"Hamstrings,",,Thighs,2,Hamstrings,5,11,23.98765536
Straight-back Straight-leg Deadlift,Lever (plate loaded),Basic or Auxiliary,Isolated,Pull,Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"With knees and back straight, bow forward by bending hips until hamstrings are tight, or just before lower back bends. Raise body upright by extending hips until standing. Pull shoulders back slightly at top of lift if rounded. Repeat.","Hamstrings,","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ",Thighs,3,"Hamstrings, Erector Spinae",5,11,23.8707259
Bent-over Leg Curl,Lever (selectorized),Basic,Isolated,Pull,"Stand in machine with lower pads behind lower legs, upper pads in front of thighs, and lever fulcrum between knees. Bend over, placing forearms on pads, and grasp handles. Stand with body weight shifted on foot of resting leg and raise foot of exercising leg slightly off of floor or platform.",Raise lever up by bending knee as high as possible. Return lever until knee is straight. Repeat. Continue with opposite leg.,Hamstrings,"Gluteus Medius, Gluteus Minimus,",Thighs,2,Hamstrings,5,11,22.81985959
Kneeling Leg Curl,Lever (selectorized),Basic,Isolated,Pull,Mount machine by placing supporting knee on horizontal pad and other leg under roller pad with knee against vertical pad. Grip handles and place forearm on padded arm rest.,Raise ankle to back of thigh by flexing knee. Lower ankle until knee is straight. Repeat. Continue with opposite leg.,"Hamstrings,","Gluteus Medius, Gluteus Maximus, ",Thighs,2,Hamstrings,4,10,22.2843975
Lying Leg Curl,Lever (selectorized),Basic,Isolated,Pull,"Facing bench, stand between bench and lever pads. Lie prone on bench with knees just beyond edge of bench and lower legs under lever pads. Grasp handles.",Raise lever pad to back of thighs by flexing knees. Lower lever pads until knees are straight. Repeat.,"Hamstrings,",,Thighs,2,Hamstrings,3,12,22.86694638
Seated Leg Curl,Lever (selectorized),Basic,Isolated,Pull,Sit on apparatus with back against padded back support. Place back of lower legs on top of far padded lever. Secure lap pad on thighs just above knees. Grasp handles on lap support.,Pull far padded lever toward back of thighs by flexing knees. Return lever until knees are straight. Repeat.,"Hamstrings,",,Thighs,2,Hamstrings,3,9,23.85821405
Standing Leg Curl,Lever (selectorized),Basic or Auxiliary,Isolated,Pull,Stand in machine with one or both legs between pads depending upon machine's design. Position exercising leg with lever pad behind lower leg and upper pad in front of lower thigh. Bend over and grasp handles for support if available. Stand with body weight shifted on foot of resting leg and raise foot of exercising leg slightly off of floor or platform.,Pull lever up to back of thigh by flexing knee. Return lever until knee is straight. Repeat. Continue with opposite leg.,Hamstrings,"Gluteus Medius, Gluteus Minimus,",Thighs,2,Hamstrings,3,9,22.06251193
Good-morning,Smith,Basic or Auxiliary,Isolated,Pull,Position bar on back of shoulders. Grasp bar to sides. Disengage bar by rotating bar back.,Bend hips to lower torso forward until parallel to floor. Raise torso until hips are extended. Repeat.,"Hamstrings,","Erector Spinae, ",Thighs,3,"Hamstrings, Erector Spinae",5,8,23.72169477
Straight-back Straight-leg Deadlift,Smith,Basic or Auxiliary,Isolated,Pull,Stand with shoulder width or narrower stance with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees and back straight, lower bar by bending hips until hamstrings are tight, or just before lower back bends. Lift bar by extending hips until straight. Pull shoulders back slightly if rounded. Repeat.","Hamstrings,","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ",Thighs,3,"Hamstrings, Erector Spinae",4,11,23.13830911
Glute-Ham Raise,Weighted,Basic or Auxiliary,Isolated,Pull,Stand with shoulder width or narrower stance with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,4,"Hamstrings, Gluteus Maximus",4,8,23.30248379
Hyperextension,Weighted,Basic or Auxiliary,Compound,Pull,Position thighs prone on large pad and lower leg under padded bar. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","See comments, ",Thighs,2,"Erector Spinae, Gluteus Maximus",5,9,22.98988116
Hyperextension (45°),Weighted,Basic or Auxiliary,Compound,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","See comments, ",Thighs,2,"Erector Spinae, Gluteus Maximus",3,8,23.75483444
Hamstring Raise,Band-assisted,Basic or Auxiliary,Compound,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","See comments, ",Thighs,3,"Hamstrings, Gluteus Maximus",4,8,22.7660603
Glute-Ham Raise,Body Weight,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,4,"Hamstrings, Gluteus Maximus",4,12,22.86272252
Glute-Ham Raise:  hands behind hips,Body Weight,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,4,"Hamstrings, Gluteus Maximus",3,9,23.16989713
Single Leg Hanging Hamstring Bridge,Body Weight,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,4,"Hamstrings, Gluteus Maximus",3,6,23.90177723
Single Leg 45° Hyperextension,Body Weight,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,3,"Erector Spinae, Gluteus Maximus",3,8,22.27745583
Straight Hip Leg Curl (on ball),Body Weight,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Erector Spinae, ",Thighs,3,Hamstrings,4,8,23.74247594
